	sample_acc	n_reads	n_classified_reads	source	source_class	n_bacterial_reads	species	n_origin_reads	sample_loc	project
15607	ERR599083	50848286	2492840	Ocean water	Saltwater	2254514	Pseudochrobactrum asaccharolyticum	2	Ocean	Tara oceans
15608	ERR599083	50848286	2492840	Ocean water	Saltwater	2254514	Proteus terrae	0	Ocean	Tara oceans
15609	ERR599083	50848286	2492840	Ocean water	Saltwater	2254514	Providencia rettgeri	2	Ocean	Tara oceans
15610	ERR599083	50848286	2492840	Ocean water	Saltwater	2254514	Providencia stuartii	0	Ocean	Tara oceans
15611	ERR599083	50848286	2492840	Ocean water	Saltwater	2254514	Kluyvera cryocrescens	0	Ocean	Tara oceans
15612	ERR599083	50848286	2492840	Ocean water	Saltwater	2254514	Atlantibacter hermannii	1	Ocean	Tara oceans
15613	ERR599083	50848286	2492840	Ocean water	Saltwater	2254514	Citrobacter amalonaticus	0	Ocean	Tara oceans
15614	ERR599083	50848286	2492840	Ocean water	Saltwater	2254514	Aeromonas media	128	Ocean	Tara oceans
15615	ERR599071	189128623	2546161	Ocean water	Saltwater	2104808	Morganella morganii	5	Ocean	Tara oceans
15616	ERR599071	189128623	2546161	Ocean water	Saltwater	2104808	Pseudochrobactrum asaccharolyticum	1	Ocean	Tara oceans
15617	ERR599071	189128623	2546161	Ocean water	Saltwater	2104808	Proteus terrae	0	Ocean	Tara oceans
15618	ERR599071	189128623	2546161	Ocean water	Saltwater	2104808	Providencia rettgeri	0	Ocean	Tara oceans
15619	ERR599071	189128623	2546161	Ocean water	Saltwater	2104808	Providencia stuartii	1	Ocean	Tara oceans
15620	ERR599071	189128623	2546161	Ocean water	Saltwater	2104808	Kluyvera cryocrescens	0	Ocean	Tara oceans
15621	ERR599071	189128623	2546161	Ocean water	Saltwater	2104808	Atlantibacter hermannii	0	Ocean	Tara oceans
15622	ERR599071	189128623	2546161	Ocean water	Saltwater	2104808	Citrobacter amalonaticus	0	Ocean	Tara oceans
15623	ERR599071	189128623	2546161	Ocean water	Saltwater	2104808	Aeromonas media	90	Ocean	Tara oceans
15624	ERR599054	162120962	34008346	Ocean water	Saltwater	33676020	Morganella morganii	0	Ocean	Tara oceans
15625	ERR599054	162120962	34008346	Ocean water	Saltwater	33676020	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15626	ERR599054	162120962	34008346	Ocean water	Saltwater	33676020	Proteus terrae	0	Ocean	Tara oceans
15627	ERR599054	162120962	34008346	Ocean water	Saltwater	33676020	Providencia rettgeri	1	Ocean	Tara oceans
15628	ERR599054	162120962	34008346	Ocean water	Saltwater	33676020	Providencia stuartii	0	Ocean	Tara oceans
15629	ERR599054	162120962	34008346	Ocean water	Saltwater	33676020	Kluyvera cryocrescens	0	Ocean	Tara oceans
15630	ERR599054	162120962	34008346	Ocean water	Saltwater	33676020	Atlantibacter hermannii	0	Ocean	Tara oceans
15631	ERR599054	162120962	34008346	Ocean water	Saltwater	33676020	Citrobacter amalonaticus	0	Ocean	Tara oceans
15632	ERR599054	162120962	34008346	Ocean water	Saltwater	33676020	Aeromonas media	65	Ocean	Tara oceans
15633	ERR599103	32597205	3583758	Ocean water	Saltwater	3436085	Morganella morganii	0	Ocean	Tara oceans
15634	ERR599103	32597205	3583758	Ocean water	Saltwater	3436085	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15635	ERR599103	32597205	3583758	Ocean water	Saltwater	3436085	Proteus terrae	15	Ocean	Tara oceans
15636	ERR599103	32597205	3583758	Ocean water	Saltwater	3436085	Providencia rettgeri	1	Ocean	Tara oceans
15637	ERR599103	32597205	3583758	Ocean water	Saltwater	3436085	Providencia stuartii	0	Ocean	Tara oceans
15638	ERR599103	32597205	3583758	Ocean water	Saltwater	3436085	Kluyvera cryocrescens	0	Ocean	Tara oceans
15639	ERR599103	32597205	3583758	Ocean water	Saltwater	3436085	Atlantibacter hermannii	0	Ocean	Tara oceans
15640	ERR599103	32597205	3583758	Ocean water	Saltwater	3436085	Citrobacter amalonaticus	0	Ocean	Tara oceans
15641	ERR599103	32597205	3583758	Ocean water	Saltwater	3436085	Aeromonas media	33	Ocean	Tara oceans
15642	ERR599096	49291121	2414341	Ocean water	Saltwater	2183021	Morganella morganii	3	Ocean	Tara oceans
15643	ERR599096	49291121	2414341	Ocean water	Saltwater	2183021	Pseudochrobactrum asaccharolyticum	1	Ocean	Tara oceans
15644	ERR599096	49291121	2414341	Ocean water	Saltwater	2183021	Proteus terrae	0	Ocean	Tara oceans
15645	ERR599096	49291121	2414341	Ocean water	Saltwater	2183021	Providencia rettgeri	4	Ocean	Tara oceans
15646	ERR599096	49291121	2414341	Ocean water	Saltwater	2183021	Providencia stuartii	0	Ocean	Tara oceans
15647	ERR599096	49291121	2414341	Ocean water	Saltwater	2183021	Kluyvera cryocrescens	0	Ocean	Tara oceans
15648	ERR599096	49291121	2414341	Ocean water	Saltwater	2183021	Atlantibacter hermannii	0	Ocean	Tara oceans
15649	ERR599096	49291121	2414341	Ocean water	Saltwater	2183021	Citrobacter amalonaticus	0	Ocean	Tara oceans
15650	ERR599096	49291121	2414341	Ocean water	Saltwater	2183021	Aeromonas media	104	Ocean	Tara oceans
15651	ERR599085	36095353	508034	Ocean water	Saltwater	411441	Morganella morganii	1	Ocean	Tara oceans
15652	ERR599085	36095353	508034	Ocean water	Saltwater	411441	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15653	ERR599085	36095353	508034	Ocean water	Saltwater	411441	Proteus terrae	0	Ocean	Tara oceans
15654	ERR599085	36095353	508034	Ocean water	Saltwater	411441	Providencia rettgeri	0	Ocean	Tara oceans
15655	ERR599085	36095353	508034	Ocean water	Saltwater	411441	Providencia stuartii	0	Ocean	Tara oceans
15656	ERR599085	36095353	508034	Ocean water	Saltwater	411441	Kluyvera cryocrescens	0	Ocean	Tara oceans
15657	ERR599085	36095353	508034	Ocean water	Saltwater	411441	Atlantibacter hermannii	0	Ocean	Tara oceans
15658	ERR599085	36095353	508034	Ocean water	Saltwater	411441	Citrobacter amalonaticus	0	Ocean	Tara oceans
15659	ERR599085	36095353	508034	Ocean water	Saltwater	411441	Aeromonas media	26	Ocean	Tara oceans
15660	ERR599084	46823083	1012646	Ocean water	Saltwater	910269	Morganella morganii	0	Ocean	Tara oceans
15661	ERR599084	46823083	1012646	Ocean water	Saltwater	910269	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15662	ERR599084	46823083	1012646	Ocean water	Saltwater	910269	Proteus terrae	0	Ocean	Tara oceans
15663	ERR599084	46823083	1012646	Ocean water	Saltwater	910269	Providencia rettgeri	0	Ocean	Tara oceans
15664	ERR599084	46823083	1012646	Ocean water	Saltwater	910269	Providencia stuartii	0	Ocean	Tara oceans
15665	ERR599084	46823083	1012646	Ocean water	Saltwater	910269	Kluyvera cryocrescens	0	Ocean	Tara oceans
15666	ERR599084	46823083	1012646	Ocean water	Saltwater	910269	Atlantibacter hermannii	0	Ocean	Tara oceans
15667	ERR599084	46823083	1012646	Ocean water	Saltwater	910269	Citrobacter amalonaticus	0	Ocean	Tara oceans
15668	ERR599084	46823083	1012646	Ocean water	Saltwater	910269	Aeromonas media	6	Ocean	Tara oceans
15669	ERR599058	168192870	24736211	Ocean water	Saltwater	24453715	Morganella morganii	3	Ocean	Tara oceans
15670	ERR599058	168192870	24736211	Ocean water	Saltwater	24453715	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15671	ERR599058	168192870	24736211	Ocean water	Saltwater	24453715	Proteus terrae	1	Ocean	Tara oceans
15672	ERR599058	168192870	24736211	Ocean water	Saltwater	24453715	Providencia rettgeri	0	Ocean	Tara oceans
15673	ERR599058	168192870	24736211	Ocean water	Saltwater	24453715	Providencia stuartii	0	Ocean	Tara oceans
15674	ERR599058	168192870	24736211	Ocean water	Saltwater	24453715	Kluyvera cryocrescens	0	Ocean	Tara oceans
15675	ERR599058	168192870	24736211	Ocean water	Saltwater	24453715	Atlantibacter hermannii	1	Ocean	Tara oceans
15676	ERR599058	168192870	24736211	Ocean water	Saltwater	24453715	Citrobacter amalonaticus	0	Ocean	Tara oceans
15677	ERR599058	168192870	24736211	Ocean water	Saltwater	24453715	Aeromonas media	0	Ocean	Tara oceans
15678	ERR599105	34374500	2950566	Ocean water	Saltwater	2862693	Morganella morganii	1	Ocean	Tara oceans
15679	ERR599105	34374500	2950566	Ocean water	Saltwater	2862693	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15680	ERR599105	34374500	2950566	Ocean water	Saltwater	2862693	Proteus terrae	5	Ocean	Tara oceans
15681	ERR599105	34374500	2950566	Ocean water	Saltwater	2862693	Providencia rettgeri	0	Ocean	Tara oceans
15682	ERR599105	34374500	2950566	Ocean water	Saltwater	2862693	Providencia stuartii	1	Ocean	Tara oceans
15683	ERR599105	34374500	2950566	Ocean water	Saltwater	2862693	Kluyvera cryocrescens	0	Ocean	Tara oceans
15684	ERR599105	34374500	2950566	Ocean water	Saltwater	2862693	Atlantibacter hermannii	1	Ocean	Tara oceans
15685	ERR599105	34374500	2950566	Ocean water	Saltwater	2862693	Citrobacter amalonaticus	0	Ocean	Tara oceans
15686	ERR599105	34374500	2950566	Ocean water	Saltwater	2862693	Aeromonas media	34	Ocean	Tara oceans
15687	ERR599114	40936449	1163650	Ocean water	Saltwater	1075417	Morganella morganii	1	Ocean	Tara oceans
15688	ERR599114	40936449	1163650	Ocean water	Saltwater	1075417	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15689	ERR599114	40936449	1163650	Ocean water	Saltwater	1075417	Proteus terrae	1	Ocean	Tara oceans
15690	ERR599114	40936449	1163650	Ocean water	Saltwater	1075417	Providencia rettgeri	0	Ocean	Tara oceans
15691	ERR599114	40936449	1163650	Ocean water	Saltwater	1075417	Providencia stuartii	0	Ocean	Tara oceans
15692	ERR599114	40936449	1163650	Ocean water	Saltwater	1075417	Kluyvera cryocrescens	0	Ocean	Tara oceans
15693	ERR599114	40936449	1163650	Ocean water	Saltwater	1075417	Atlantibacter hermannii	0	Ocean	Tara oceans
15694	ERR599114	40936449	1163650	Ocean water	Saltwater	1075417	Citrobacter amalonaticus	0	Ocean	Tara oceans
15695	ERR599114	40936449	1163650	Ocean water	Saltwater	1075417	Aeromonas media	7	Ocean	Tara oceans
15696	ERR599062	170126485	5499039	Ocean water	Saltwater	4588003	Morganella morganii	1	Ocean	Tara oceans
15697	ERR599062	170126485	5499039	Ocean water	Saltwater	4588003	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15698	ERR599062	170126485	5499039	Ocean water	Saltwater	4588003	Proteus terrae	0	Ocean	Tara oceans
15699	ERR599062	170126485	5499039	Ocean water	Saltwater	4588003	Providencia rettgeri	0	Ocean	Tara oceans
15700	ERR599062	170126485	5499039	Ocean water	Saltwater	4588003	Providencia stuartii	0	Ocean	Tara oceans
15701	ERR599062	170126485	5499039	Ocean water	Saltwater	4588003	Kluyvera cryocrescens	0	Ocean	Tara oceans
15702	ERR599062	170126485	5499039	Ocean water	Saltwater	4588003	Atlantibacter hermannii	0	Ocean	Tara oceans
15703	ERR599062	170126485	5499039	Ocean water	Saltwater	4588003	Citrobacter amalonaticus	0	Ocean	Tara oceans
15704	ERR599062	170126485	5499039	Ocean water	Saltwater	4588003	Aeromonas media	0	Ocean	Tara oceans
15705	ERR599091	40691545	1159208	Ocean water	Saltwater	1066907	Morganella morganii	0	Ocean	Tara oceans
15706	ERR599091	40691545	1159208	Ocean water	Saltwater	1066907	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15707	ERR599091	40691545	1159208	Ocean water	Saltwater	1066907	Proteus terrae	0	Ocean	Tara oceans
15708	ERR599091	40691545	1159208	Ocean water	Saltwater	1066907	Providencia rettgeri	0	Ocean	Tara oceans
15709	ERR599091	40691545	1159208	Ocean water	Saltwater	1066907	Providencia stuartii	0	Ocean	Tara oceans
15710	ERR599091	40691545	1159208	Ocean water	Saltwater	1066907	Kluyvera cryocrescens	0	Ocean	Tara oceans
15711	ERR599091	40691545	1159208	Ocean water	Saltwater	1066907	Atlantibacter hermannii	0	Ocean	Tara oceans
15712	ERR599091	40691545	1159208	Ocean water	Saltwater	1066907	Citrobacter amalonaticus	0	Ocean	Tara oceans
15713	ERR599091	40691545	1159208	Ocean water	Saltwater	1066907	Aeromonas media	6	Ocean	Tara oceans
15714	ERR599078	164620027	6643613	Ocean water	Saltwater	6374423	Morganella morganii	0	Ocean	Tara oceans
15715	ERR599078	164620027	6643613	Ocean water	Saltwater	6374423	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15716	ERR599078	164620027	6643613	Ocean water	Saltwater	6374423	Proteus terrae	2	Ocean	Tara oceans
15717	ERR599078	164620027	6643613	Ocean water	Saltwater	6374423	Providencia rettgeri	0	Ocean	Tara oceans
15718	ERR599078	164620027	6643613	Ocean water	Saltwater	6374423	Providencia stuartii	0	Ocean	Tara oceans
15719	ERR599078	164620027	6643613	Ocean water	Saltwater	6374423	Kluyvera cryocrescens	0	Ocean	Tara oceans
15720	ERR599078	164620027	6643613	Ocean water	Saltwater	6374423	Atlantibacter hermannii	0	Ocean	Tara oceans
15721	ERR599078	164620027	6643613	Ocean water	Saltwater	6374423	Citrobacter amalonaticus	0	Ocean	Tara oceans
15722	ERR599078	164620027	6643613	Ocean water	Saltwater	6374423	Aeromonas media	0	Ocean	Tara oceans
15723	ERR599089	46636365	1017199	Ocean water	Saltwater	906010	Morganella morganii	1	Ocean	Tara oceans
15724	ERR599089	46636365	1017199	Ocean water	Saltwater	906010	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15725	ERR599089	46636365	1017199	Ocean water	Saltwater	906010	Proteus terrae	0	Ocean	Tara oceans
15726	ERR599089	46636365	1017199	Ocean water	Saltwater	906010	Providencia rettgeri	0	Ocean	Tara oceans
15727	ERR599089	46636365	1017199	Ocean water	Saltwater	906010	Providencia stuartii	0	Ocean	Tara oceans
15728	ERR599089	46636365	1017199	Ocean water	Saltwater	906010	Kluyvera cryocrescens	0	Ocean	Tara oceans
15729	ERR599089	46636365	1017199	Ocean water	Saltwater	906010	Atlantibacter hermannii	0	Ocean	Tara oceans
15730	ERR599089	46636365	1017199	Ocean water	Saltwater	906010	Citrobacter amalonaticus	0	Ocean	Tara oceans
15731	ERR599089	46636365	1017199	Ocean water	Saltwater	906010	Aeromonas media	11	Ocean	Tara oceans
15732	ERR599109	38804069	674466	Ocean water	Saltwater	539941	Morganella morganii	0	Ocean	Tara oceans
15733	ERR599109	38804069	674466	Ocean water	Saltwater	539941	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15734	ERR599109	38804069	674466	Ocean water	Saltwater	539941	Proteus terrae	0	Ocean	Tara oceans
15735	ERR599109	38804069	674466	Ocean water	Saltwater	539941	Providencia rettgeri	0	Ocean	Tara oceans
15736	ERR599109	38804069	674466	Ocean water	Saltwater	539941	Providencia stuartii	0	Ocean	Tara oceans
15737	ERR599109	38804069	674466	Ocean water	Saltwater	539941	Kluyvera cryocrescens	0	Ocean	Tara oceans
15738	ERR599109	38804069	674466	Ocean water	Saltwater	539941	Atlantibacter hermannii	0	Ocean	Tara oceans
15739	ERR599109	38804069	674466	Ocean water	Saltwater	539941	Citrobacter amalonaticus	0	Ocean	Tara oceans
15740	ERR599109	38804069	674466	Ocean water	Saltwater	539941	Aeromonas media	1	Ocean	Tara oceans
15741	ERR599098	29188354	864759	Ocean water	Saltwater	799631	Morganella morganii	0	Ocean	Tara oceans
15742	ERR599098	29188354	864759	Ocean water	Saltwater	799631	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15743	ERR599098	29188354	864759	Ocean water	Saltwater	799631	Proteus terrae	0	Ocean	Tara oceans
15744	ERR599098	29188354	864759	Ocean water	Saltwater	799631	Providencia rettgeri	0	Ocean	Tara oceans
15745	ERR599098	29188354	864759	Ocean water	Saltwater	799631	Providencia stuartii	0	Ocean	Tara oceans
15746	ERR599098	29188354	864759	Ocean water	Saltwater	799631	Kluyvera cryocrescens	0	Ocean	Tara oceans
15747	ERR599098	29188354	864759	Ocean water	Saltwater	799631	Atlantibacter hermannii	0	Ocean	Tara oceans
15748	ERR599098	29188354	864759	Ocean water	Saltwater	799631	Citrobacter amalonaticus	0	Ocean	Tara oceans
15749	ERR599098	29188354	864759	Ocean water	Saltwater	799631	Aeromonas media	0	Ocean	Tara oceans
15750	ERR599111	187030708	3890195	Ocean water	Saltwater	3463625	Morganella morganii	2	Ocean	Tara oceans
15751	ERR599111	187030708	3890195	Ocean water	Saltwater	3463625	Pseudochrobactrum asaccharolyticum	3	Ocean	Tara oceans
15752	ERR599111	187030708	3890195	Ocean water	Saltwater	3463625	Proteus terrae	0	Ocean	Tara oceans
15753	ERR599111	187030708	3890195	Ocean water	Saltwater	3463625	Providencia rettgeri	1	Ocean	Tara oceans
15754	ERR599111	187030708	3890195	Ocean water	Saltwater	3463625	Providencia stuartii	0	Ocean	Tara oceans
15755	ERR599111	187030708	3890195	Ocean water	Saltwater	3463625	Kluyvera cryocrescens	1	Ocean	Tara oceans
15756	ERR599111	187030708	3890195	Ocean water	Saltwater	3463625	Atlantibacter hermannii	0	Ocean	Tara oceans
15757	ERR599111	187030708	3890195	Ocean water	Saltwater	3463625	Citrobacter amalonaticus	0	Ocean	Tara oceans
15758	ERR599111	187030708	3890195	Ocean water	Saltwater	3463625	Aeromonas media	13	Ocean	Tara oceans
15759	ERR599147	48293452	625257	Ocean water	Saltwater	515337	Morganella morganii	0	Ocean	Tara oceans
15760	ERR599147	48293452	625257	Ocean water	Saltwater	515337	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15761	ERR599147	48293452	625257	Ocean water	Saltwater	515337	Proteus terrae	0	Ocean	Tara oceans
15762	ERR599147	48293452	625257	Ocean water	Saltwater	515337	Providencia rettgeri	0	Ocean	Tara oceans
15763	ERR599147	48293452	625257	Ocean water	Saltwater	515337	Providencia stuartii	0	Ocean	Tara oceans
15764	ERR599147	48293452	625257	Ocean water	Saltwater	515337	Kluyvera cryocrescens	0	Ocean	Tara oceans
15765	ERR599147	48293452	625257	Ocean water	Saltwater	515337	Atlantibacter hermannii	0	Ocean	Tara oceans
15766	ERR599147	48293452	625257	Ocean water	Saltwater	515337	Citrobacter amalonaticus	0	Ocean	Tara oceans
15767	ERR599147	48293452	625257	Ocean water	Saltwater	515337	Aeromonas media	24	Ocean	Tara oceans
15768	ERR599082	178499808	21165861	Ocean water	Saltwater	20789302	Morganella morganii	2	Ocean	Tara oceans
15769	ERR599082	178499808	21165861	Ocean water	Saltwater	20789302	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15770	ERR599082	178499808	21165861	Ocean water	Saltwater	20789302	Proteus terrae	0	Ocean	Tara oceans
15771	ERR599082	178499808	21165861	Ocean water	Saltwater	20789302	Providencia rettgeri	1	Ocean	Tara oceans
15772	ERR599082	178499808	21165861	Ocean water	Saltwater	20789302	Providencia stuartii	0	Ocean	Tara oceans
15773	ERR599082	178499808	21165861	Ocean water	Saltwater	20789302	Kluyvera cryocrescens	0	Ocean	Tara oceans
15774	ERR599082	178499808	21165861	Ocean water	Saltwater	20789302	Atlantibacter hermannii	1	Ocean	Tara oceans
15775	ERR599082	178499808	21165861	Ocean water	Saltwater	20789302	Citrobacter amalonaticus	0	Ocean	Tara oceans
15776	ERR599082	178499808	21165861	Ocean water	Saltwater	20789302	Aeromonas media	166	Ocean	Tara oceans
15777	ERR599161	45834609	988702	Ocean water	Saltwater	891109	Morganella morganii	0	Ocean	Tara oceans
15778	ERR599161	45834609	988702	Ocean water	Saltwater	891109	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15779	ERR599161	45834609	988702	Ocean water	Saltwater	891109	Proteus terrae	0	Ocean	Tara oceans
15780	ERR599161	45834609	988702	Ocean water	Saltwater	891109	Providencia rettgeri	0	Ocean	Tara oceans
15781	ERR599161	45834609	988702	Ocean water	Saltwater	891109	Providencia stuartii	1	Ocean	Tara oceans
15782	ERR599161	45834609	988702	Ocean water	Saltwater	891109	Kluyvera cryocrescens	0	Ocean	Tara oceans
15783	ERR599161	45834609	988702	Ocean water	Saltwater	891109	Atlantibacter hermannii	0	Ocean	Tara oceans
15784	ERR599161	45834609	988702	Ocean water	Saltwater	891109	Citrobacter amalonaticus	0	Ocean	Tara oceans
15785	ERR599161	45834609	988702	Ocean water	Saltwater	891109	Aeromonas media	11	Ocean	Tara oceans
15786	ERR599072	151587433	11611861	Ocean water	Saltwater	10769816	Morganella morganii	1	Ocean	Tara oceans
15787	ERR599072	151587433	11611861	Ocean water	Saltwater	10769816	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15788	ERR599072	151587433	11611861	Ocean water	Saltwater	10769816	Proteus terrae	1	Ocean	Tara oceans
15789	ERR599072	151587433	11611861	Ocean water	Saltwater	10769816	Providencia rettgeri	0	Ocean	Tara oceans
15790	ERR599072	151587433	11611861	Ocean water	Saltwater	10769816	Providencia stuartii	0	Ocean	Tara oceans
15791	ERR599072	151587433	11611861	Ocean water	Saltwater	10769816	Kluyvera cryocrescens	0	Ocean	Tara oceans
15792	ERR599072	151587433	11611861	Ocean water	Saltwater	10769816	Atlantibacter hermannii	3	Ocean	Tara oceans
15793	ERR599072	151587433	11611861	Ocean water	Saltwater	10769816	Citrobacter amalonaticus	0	Ocean	Tara oceans
15794	ERR599072	151587433	11611861	Ocean water	Saltwater	10769816	Aeromonas media	27	Ocean	Tara oceans
15795	ERR599119	41818200	1191878	Ocean water	Saltwater	1099297	Morganella morganii	2	Ocean	Tara oceans
15796	ERR599119	41818200	1191878	Ocean water	Saltwater	1099297	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15797	ERR599119	41818200	1191878	Ocean water	Saltwater	1099297	Proteus terrae	0	Ocean	Tara oceans
15798	ERR599119	41818200	1191878	Ocean water	Saltwater	1099297	Providencia rettgeri	0	Ocean	Tara oceans
15799	ERR599119	41818200	1191878	Ocean water	Saltwater	1099297	Providencia stuartii	0	Ocean	Tara oceans
15800	ERR599119	41818200	1191878	Ocean water	Saltwater	1099297	Kluyvera cryocrescens	0	Ocean	Tara oceans
15801	ERR599119	41818200	1191878	Ocean water	Saltwater	1099297	Atlantibacter hermannii	0	Ocean	Tara oceans
15802	ERR599119	41818200	1191878	Ocean water	Saltwater	1099297	Citrobacter amalonaticus	0	Ocean	Tara oceans
15803	ERR599119	41818200	1191878	Ocean water	Saltwater	1099297	Aeromonas media	9	Ocean	Tara oceans
15804	ERR599143	82513154	5803377	Ocean water	Saltwater	5606755	Morganella morganii	1	Ocean	Tara oceans
15805	ERR599143	82513154	5803377	Ocean water	Saltwater	5606755	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15806	ERR599143	82513154	5803377	Ocean water	Saltwater	5606755	Proteus terrae	0	Ocean	Tara oceans
15807	ERR599143	82513154	5803377	Ocean water	Saltwater	5606755	Providencia rettgeri	0	Ocean	Tara oceans
15808	ERR599143	82513154	5803377	Ocean water	Saltwater	5606755	Providencia stuartii	0	Ocean	Tara oceans
15809	ERR599143	82513154	5803377	Ocean water	Saltwater	5606755	Kluyvera cryocrescens	0	Ocean	Tara oceans
15810	ERR599143	82513154	5803377	Ocean water	Saltwater	5606755	Atlantibacter hermannii	0	Ocean	Tara oceans
15811	ERR599143	82513154	5803377	Ocean water	Saltwater	5606755	Citrobacter amalonaticus	0	Ocean	Tara oceans
15812	ERR599143	82513154	5803377	Ocean water	Saltwater	5606755	Aeromonas media	1	Ocean	Tara oceans
15813	ERR599081	144664216	16597501	Ocean water	Saltwater	15541194	Morganella morganii	9	Ocean	Tara oceans
15814	ERR599081	144664216	16597501	Ocean water	Saltwater	15541194	Pseudochrobactrum asaccharolyticum	7	Ocean	Tara oceans
15815	ERR599081	144664216	16597501	Ocean water	Saltwater	15541194	Proteus terrae	8	Ocean	Tara oceans
15816	ERR599081	144664216	16597501	Ocean water	Saltwater	15541194	Providencia rettgeri	0	Ocean	Tara oceans
15817	ERR599081	144664216	16597501	Ocean water	Saltwater	15541194	Providencia stuartii	0	Ocean	Tara oceans
15818	ERR599081	144664216	16597501	Ocean water	Saltwater	15541194	Kluyvera cryocrescens	0	Ocean	Tara oceans
15819	ERR599081	144664216	16597501	Ocean water	Saltwater	15541194	Atlantibacter hermannii	0	Ocean	Tara oceans
15820	ERR599081	144664216	16597501	Ocean water	Saltwater	15541194	Citrobacter amalonaticus	0	Ocean	Tara oceans
15821	ERR599081	144664216	16597501	Ocean water	Saltwater	15541194	Aeromonas media	324	Ocean	Tara oceans
15822	ERR599117	45647490	812537	Ocean water	Saltwater	691903	Morganella morganii	1	Ocean	Tara oceans
15823	ERR599117	45647490	812537	Ocean water	Saltwater	691903	Pseudochrobactrum asaccharolyticum	1	Ocean	Tara oceans
15824	ERR599117	45647490	812537	Ocean water	Saltwater	691903	Proteus terrae	0	Ocean	Tara oceans
15825	ERR599117	45647490	812537	Ocean water	Saltwater	691903	Providencia rettgeri	1	Ocean	Tara oceans
15826	ERR599117	45647490	812537	Ocean water	Saltwater	691903	Providencia stuartii	0	Ocean	Tara oceans
15827	ERR599117	45647490	812537	Ocean water	Saltwater	691903	Kluyvera cryocrescens	0	Ocean	Tara oceans
15828	ERR599117	45647490	812537	Ocean water	Saltwater	691903	Atlantibacter hermannii	0	Ocean	Tara oceans
15829	ERR599117	45647490	812537	Ocean water	Saltwater	691903	Citrobacter amalonaticus	0	Ocean	Tara oceans
15830	ERR599117	45647490	812537	Ocean water	Saltwater	691903	Aeromonas media	30	Ocean	Tara oceans
15831	ERR599153	29167051	3682585	Ocean water	Saltwater	3590144	Morganella morganii	1	Ocean	Tara oceans
15832	ERR599153	29167051	3682585	Ocean water	Saltwater	3590144	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15833	ERR599153	29167051	3682585	Ocean water	Saltwater	3590144	Proteus terrae	0	Ocean	Tara oceans
15834	ERR599153	29167051	3682585	Ocean water	Saltwater	3590144	Providencia rettgeri	0	Ocean	Tara oceans
15835	ERR599153	29167051	3682585	Ocean water	Saltwater	3590144	Providencia stuartii	0	Ocean	Tara oceans
15836	ERR599153	29167051	3682585	Ocean water	Saltwater	3590144	Kluyvera cryocrescens	0	Ocean	Tara oceans
15837	ERR599153	29167051	3682585	Ocean water	Saltwater	3590144	Atlantibacter hermannii	0	Ocean	Tara oceans
15838	ERR599153	29167051	3682585	Ocean water	Saltwater	3590144	Citrobacter amalonaticus	0	Ocean	Tara oceans
15839	ERR599153	29167051	3682585	Ocean water	Saltwater	3590144	Aeromonas media	0	Ocean	Tara oceans
15840	ERR599124	30298285	1146052	Ocean water	Saltwater	1021528	Morganella morganii	4	Ocean	Tara oceans
15841	ERR599124	30298285	1146052	Ocean water	Saltwater	1021528	Pseudochrobactrum asaccharolyticum	2	Ocean	Tara oceans
15842	ERR599124	30298285	1146052	Ocean water	Saltwater	1021528	Proteus terrae	11	Ocean	Tara oceans
15843	ERR599124	30298285	1146052	Ocean water	Saltwater	1021528	Providencia rettgeri	7	Ocean	Tara oceans
15844	ERR599124	30298285	1146052	Ocean water	Saltwater	1021528	Providencia stuartii	0	Ocean	Tara oceans
15845	ERR599124	30298285	1146052	Ocean water	Saltwater	1021528	Kluyvera cryocrescens	0	Ocean	Tara oceans
15846	ERR599124	30298285	1146052	Ocean water	Saltwater	1021528	Atlantibacter hermannii	5	Ocean	Tara oceans
15847	ERR599124	30298285	1146052	Ocean water	Saltwater	1021528	Citrobacter amalonaticus	0	Ocean	Tara oceans
15848	ERR599124	30298285	1146052	Ocean water	Saltwater	1021528	Aeromonas media	1	Ocean	Tara oceans
