	sample_acc	n_reads	n_classified_reads	source	source_class	n_bacterial_reads	species	n_origin_reads	sample_loc	project
2133	SRS051882	49471387	6482044	feces	Human feces	6332178	Morganella morganii	0	Unknown	Human Microbiome Project
2134	SRS051882	49471387	6482044	feces	Human feces	6332178	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2135	SRS051882	49471387	6482044	feces	Human feces	6332178	Proteus terrae	0	Unknown	Human Microbiome Project
2136	SRS051882	49471387	6482044	feces	Human feces	6332178	Providencia rettgeri	0	Unknown	Human Microbiome Project
2137	SRS051882	49471387	6482044	feces	Human feces	6332178	Providencia stuartii	0	Unknown	Human Microbiome Project
2138	SRS051882	49471387	6482044	feces	Human feces	6332178	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
2139	SRS051882	49471387	6482044	feces	Human feces	6332178	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
2140	SRS051882	49471387	6482044	feces	Human feces	6332178	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2141	SRS051882	49471387	6482044	feces	Human feces	6332178	Aeromonas media	0	Unknown	Human Microbiome Project
2142	SRS052027	57051966	8698016	feces	Human feces	7996779	Morganella morganii	0	Unknown	Human Microbiome Project
2143	SRS052027	57051966	8698016	feces	Human feces	7996779	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2144	SRS052027	57051966	8698016	feces	Human feces	7996779	Proteus terrae	0	Unknown	Human Microbiome Project
2145	SRS052027	57051966	8698016	feces	Human feces	7996779	Providencia rettgeri	0	Unknown	Human Microbiome Project
2146	SRS052027	57051966	8698016	feces	Human feces	7996779	Providencia stuartii	0	Unknown	Human Microbiome Project
2147	SRS052027	57051966	8698016	feces	Human feces	7996779	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
2148	SRS052027	57051966	8698016	feces	Human feces	7996779	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
2149	SRS052027	57051966	8698016	feces	Human feces	7996779	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2150	SRS052027	57051966	8698016	feces	Human feces	7996779	Aeromonas media	0	Unknown	Human Microbiome Project
2151	SRS052078	23005454	3672134	feces	Human feces	3567076	Morganella morganii	0	Unknown	Human Microbiome Project
2152	SRS052078	23005454	3672134	feces	Human feces	3567076	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2153	SRS052078	23005454	3672134	feces	Human feces	3567076	Proteus terrae	1	Unknown	Human Microbiome Project
2154	SRS052078	23005454	3672134	feces	Human feces	3567076	Providencia rettgeri	0	Unknown	Human Microbiome Project
2155	SRS052078	23005454	3672134	feces	Human feces	3567076	Providencia stuartii	0	Unknown	Human Microbiome Project
2156	SRS052078	23005454	3672134	feces	Human feces	3567076	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
2157	SRS052078	23005454	3672134	feces	Human feces	3567076	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
2158	SRS052078	23005454	3672134	feces	Human feces	3567076	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2159	SRS052078	23005454	3672134	feces	Human feces	3567076	Aeromonas media	0	Unknown	Human Microbiome Project
2160	SRS052576	5217020	901692	feces	Human feces	843739	Morganella morganii	0	Unknown	Human Microbiome Project
2161	SRS052576	5217020	901692	feces	Human feces	843739	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2162	SRS052576	5217020	901692	feces	Human feces	843739	Proteus terrae	0	Unknown	Human Microbiome Project
2163	SRS052576	5217020	901692	feces	Human feces	843739	Providencia rettgeri	0	Unknown	Human Microbiome Project
2164	SRS052576	5217020	901692	feces	Human feces	843739	Providencia stuartii	0	Unknown	Human Microbiome Project
2165	SRS052576	5217020	901692	feces	Human feces	843739	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
2166	SRS052576	5217020	901692	feces	Human feces	843739	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
2167	SRS052576	5217020	901692	feces	Human feces	843739	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2168	SRS052576	5217020	901692	feces	Human feces	843739	Aeromonas media	0	Unknown	Human Microbiome Project
2169	SRS052697	43661492	4531994	feces	Human feces	4387837	Morganella morganii	0	Unknown	Human Microbiome Project
2170	SRS052697	43661492	4531994	feces	Human feces	4387837	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2171	SRS052697	43661492	4531994	feces	Human feces	4387837	Proteus terrae	0	Unknown	Human Microbiome Project
2172	SRS052697	43661492	4531994	feces	Human feces	4387837	Providencia rettgeri	0	Unknown	Human Microbiome Project
2173	SRS052697	43661492	4531994	feces	Human feces	4387837	Providencia stuartii	0	Unknown	Human Microbiome Project
2174	SRS052697	43661492	4531994	feces	Human feces	4387837	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
2175	SRS052697	43661492	4531994	feces	Human feces	4387837	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
2176	SRS052697	43661492	4531994	feces	Human feces	4387837	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2177	SRS052697	43661492	4531994	feces	Human feces	4387837	Aeromonas media	0	Unknown	Human Microbiome Project
2178	SRS053087	4745975	536764	feces	Human feces	528999	Morganella morganii	0	Unknown	Human Microbiome Project
2179	SRS053087	4745975	536764	feces	Human feces	528999	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2180	SRS053087	4745975	536764	feces	Human feces	528999	Proteus terrae	0	Unknown	Human Microbiome Project
2181	SRS053087	4745975	536764	feces	Human feces	528999	Providencia rettgeri	0	Unknown	Human Microbiome Project
2182	SRS053087	4745975	536764	feces	Human feces	528999	Providencia stuartii	0	Unknown	Human Microbiome Project
2183	SRS053087	4745975	536764	feces	Human feces	528999	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
2184	SRS053087	4745975	536764	feces	Human feces	528999	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
2185	SRS053087	4745975	536764	feces	Human feces	528999	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2186	SRS053087	4745975	536764	feces	Human feces	528999	Aeromonas media	0	Unknown	Human Microbiome Project
2187	SRS053290	5709987	796459	feces	Human feces	766501	Morganella morganii	1	Unknown	Human Microbiome Project
2188	SRS053290	5709987	796459	feces	Human feces	766501	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2189	SRS053290	5709987	796459	feces	Human feces	766501	Proteus terrae	0	Unknown	Human Microbiome Project
2190	SRS053290	5709987	796459	feces	Human feces	766501	Providencia rettgeri	0	Unknown	Human Microbiome Project
2191	SRS053290	5709987	796459	feces	Human feces	766501	Providencia stuartii	0	Unknown	Human Microbiome Project
2192	SRS053290	5709987	796459	feces	Human feces	766501	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
2193	SRS053290	5709987	796459	feces	Human feces	766501	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
2194	SRS053290	5709987	796459	feces	Human feces	766501	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2195	SRS053290	5709987	796459	feces	Human feces	766501	Aeromonas media	1	Unknown	Human Microbiome Project
2196	SRS053335	55411294	7121886	feces	Human feces	6741140	Morganella morganii	0	Unknown	Human Microbiome Project
2197	SRS053335	55411294	7121886	feces	Human feces	6741140	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2198	SRS053335	55411294	7121886	feces	Human feces	6741140	Proteus terrae	0	Unknown	Human Microbiome Project
2199	SRS053335	55411294	7121886	feces	Human feces	6741140	Providencia rettgeri	0	Unknown	Human Microbiome Project
2200	SRS053335	55411294	7121886	feces	Human feces	6741140	Providencia stuartii	0	Unknown	Human Microbiome Project
2201	SRS053335	55411294	7121886	feces	Human feces	6741140	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
2202	SRS053335	55411294	7121886	feces	Human feces	6741140	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
2203	SRS053335	55411294	7121886	feces	Human feces	6741140	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2204	SRS053335	55411294	7121886	feces	Human feces	6741140	Aeromonas media	0	Unknown	Human Microbiome Project
2205	SRS053356	34685435	1060853	feces	Human feces	1025766	Morganella morganii	0	Unknown	Human Microbiome Project
2206	SRS053356	34685435	1060853	feces	Human feces	1025766	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2207	SRS053356	34685435	1060853	feces	Human feces	1025766	Proteus terrae	0	Unknown	Human Microbiome Project
2208	SRS053356	34685435	1060853	feces	Human feces	1025766	Providencia rettgeri	0	Unknown	Human Microbiome Project
2209	SRS053356	34685435	1060853	feces	Human feces	1025766	Providencia stuartii	0	Unknown	Human Microbiome Project
2210	SRS053356	34685435	1060853	feces	Human feces	1025766	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
2211	SRS053356	34685435	1060853	feces	Human feces	1025766	Atlantibacter hermannii	1	Unknown	Human Microbiome Project
2212	SRS053356	34685435	1060853	feces	Human feces	1025766	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2213	SRS053356	34685435	1060853	feces	Human feces	1025766	Aeromonas media	0	Unknown	Human Microbiome Project
2214	SRS053398	49720886	5920123	feces	Human feces	5796114	Morganella morganii	0	Unknown	Human Microbiome Project
2215	SRS053398	49720886	5920123	feces	Human feces	5796114	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2216	SRS053398	49720886	5920123	feces	Human feces	5796114	Proteus terrae	0	Unknown	Human Microbiome Project
2217	SRS053398	49720886	5920123	feces	Human feces	5796114	Providencia rettgeri	1	Unknown	Human Microbiome Project
2218	SRS053398	49720886	5920123	feces	Human feces	5796114	Providencia stuartii	0	Unknown	Human Microbiome Project
2219	SRS053398	49720886	5920123	feces	Human feces	5796114	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
2220	SRS053398	49720886	5920123	feces	Human feces	5796114	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
2221	SRS053398	49720886	5920123	feces	Human feces	5796114	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2222	SRS053398	49720886	5920123	feces	Human feces	5796114	Aeromonas media	0	Unknown	Human Microbiome Project
2223	SRS053573	39956927	5976564	feces	Human feces	5875560	Morganella morganii	0	Unknown	Human Microbiome Project
2224	SRS053573	39956927	5976564	feces	Human feces	5875560	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2225	SRS053573	39956927	5976564	feces	Human feces	5875560	Proteus terrae	0	Unknown	Human Microbiome Project
2226	SRS053573	39956927	5976564	feces	Human feces	5875560	Providencia rettgeri	0	Unknown	Human Microbiome Project
2227	SRS053573	39956927	5976564	feces	Human feces	5875560	Providencia stuartii	0	Unknown	Human Microbiome Project
2228	SRS053573	39956927	5976564	feces	Human feces	5875560	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
2229	SRS053573	39956927	5976564	feces	Human feces	5875560	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
2230	SRS053573	39956927	5976564	feces	Human feces	5875560	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2231	SRS053573	39956927	5976564	feces	Human feces	5875560	Aeromonas media	0	Unknown	Human Microbiome Project
2232	SRS053587	24885231	3992663	feces	Human feces	3840493	Morganella morganii	0	Unknown	Human Microbiome Project
2233	SRS053587	24885231	3992663	feces	Human feces	3840493	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2234	SRS053587	24885231	3992663	feces	Human feces	3840493	Proteus terrae	0	Unknown	Human Microbiome Project
2235	SRS053587	24885231	3992663	feces	Human feces	3840493	Providencia rettgeri	0	Unknown	Human Microbiome Project
2236	SRS053587	24885231	3992663	feces	Human feces	3840493	Providencia stuartii	0	Unknown	Human Microbiome Project
2237	SRS053587	24885231	3992663	feces	Human feces	3840493	Kluyvera cryocrescens	1	Unknown	Human Microbiome Project
2238	SRS053587	24885231	3992663	feces	Human feces	3840493	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
2239	SRS053587	24885231	3992663	feces	Human feces	3840493	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2240	SRS053587	24885231	3992663	feces	Human feces	3840493	Aeromonas media	0	Unknown	Human Microbiome Project
2241	SRS053649	45292291	5710539	feces	Human feces	5599227	Morganella morganii	0	Unknown	Human Microbiome Project
2242	SRS053649	45292291	5710539	feces	Human feces	5599227	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2243	SRS053649	45292291	5710539	feces	Human feces	5599227	Proteus terrae	0	Unknown	Human Microbiome Project
2244	SRS053649	45292291	5710539	feces	Human feces	5599227	Providencia rettgeri	0	Unknown	Human Microbiome Project
2245	SRS053649	45292291	5710539	feces	Human feces	5599227	Providencia stuartii	0	Unknown	Human Microbiome Project
2246	SRS053649	45292291	5710539	feces	Human feces	5599227	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
2247	SRS053649	45292291	5710539	feces	Human feces	5599227	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
2248	SRS053649	45292291	5710539	feces	Human feces	5599227	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2249	SRS053649	45292291	5710539	feces	Human feces	5599227	Aeromonas media	0	Unknown	Human Microbiome Project
2250	SRS054059	5407977	462987	feces	Human feces	448383	Morganella morganii	0	Unknown	Human Microbiome Project
2251	SRS054059	5407977	462987	feces	Human feces	448383	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2252	SRS054059	5407977	462987	feces	Human feces	448383	Proteus terrae	0	Unknown	Human Microbiome Project
2253	SRS054059	5407977	462987	feces	Human feces	448383	Providencia rettgeri	0	Unknown	Human Microbiome Project
2254	SRS054059	5407977	462987	feces	Human feces	448383	Providencia stuartii	0	Unknown	Human Microbiome Project
2255	SRS054059	5407977	462987	feces	Human feces	448383	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
2256	SRS054059	5407977	462987	feces	Human feces	448383	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
2257	SRS054059	5407977	462987	feces	Human feces	448383	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2258	SRS054059	5407977	462987	feces	Human feces	448383	Aeromonas media	0	Unknown	Human Microbiome Project
2259	SRS054352	46030122	2509346	feces	Human feces	2391500	Morganella morganii	0	Unknown	Human Microbiome Project
2260	SRS054352	46030122	2509346	feces	Human feces	2391500	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2261	SRS054352	46030122	2509346	feces	Human feces	2391500	Proteus terrae	0	Unknown	Human Microbiome Project
2262	SRS054352	46030122	2509346	feces	Human feces	2391500	Providencia rettgeri	0	Unknown	Human Microbiome Project
2263	SRS054352	46030122	2509346	feces	Human feces	2391500	Providencia stuartii	0	Unknown	Human Microbiome Project
2264	SRS054352	46030122	2509346	feces	Human feces	2391500	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
2265	SRS054352	46030122	2509346	feces	Human feces	2391500	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
2266	SRS054352	46030122	2509346	feces	Human feces	2391500	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2267	SRS054352	46030122	2509346	feces	Human feces	2391500	Aeromonas media	0	Unknown	Human Microbiome Project
2268	SRS054590	43016703	6862641	feces	Human feces	6567887	Morganella morganii	0	Unknown	Human Microbiome Project
2269	SRS054590	43016703	6862641	feces	Human feces	6567887	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2270	SRS054590	43016703	6862641	feces	Human feces	6567887	Proteus terrae	0	Unknown	Human Microbiome Project
2271	SRS054590	43016703	6862641	feces	Human feces	6567887	Providencia rettgeri	0	Unknown	Human Microbiome Project
2272	SRS054590	43016703	6862641	feces	Human feces	6567887	Providencia stuartii	1	Unknown	Human Microbiome Project
2273	SRS054590	43016703	6862641	feces	Human feces	6567887	Kluyvera cryocrescens	0	Unknown	Human Microbiome Project
2274	SRS054590	43016703	6862641	feces	Human feces	6567887	Atlantibacter hermannii	0	Unknown	Human Microbiome Project
2275	SRS054590	43016703	6862641	feces	Human feces	6567887	Citrobacter amalonaticus	0	Unknown	Human Microbiome Project
2276	SRS054590	43016703	6862641	feces	Human feces	6567887	Aeromonas media	1	Unknown	Human Microbiome Project
2277	SRS054659	21665	965	feces	Human feces	947	Morganella morganii	0	Unknown	Human Microbiome Project
2278	SRS054659	21665	965	feces	Human feces	947	Pseudochrobactrum asaccharolyticum	0	Unknown	Human Microbiome Project
2279	SRS054659	21665	965	feces	Human feces	947	Proteus terrae	0	Unknown	Human Microbiome Project
2280	SRS054659	21665	965	feces	Human feces	947	Providencia rettgeri	0	Unknown	Human Microbiome Project
